x_m,y_m,v_mps,dr_m,dl_m
28.2703894,16.3074359,4.1384406,1.1125640999999995,0.4874359000000006
27.7713891,16.3258129,4.4307062,1.0830606228734907,0.5169393771265094
27.2718625,16.3497726,4.7193936,1.0978274000000003,0.4573725999999997
26.7734161,16.3746481,4.9851885,1.1199518999999971,0.4292481000000028
26.2742038,16.3978601,5.2306615,1.0916457242385027,0.5083542757614974
25.7752644,16.4170983,5.4620338,1.0664203089331041,0.533579691066896
25.2761792,16.4311263,5.6794153,1.1388737,0.5611263000000001
24.7769782,16.440972,5.8889515,1.1421322876953484,0.5578677123046516
24.2779045,16.4479893,6.0931695,1.2220106999999998,0.5779893000000002
23.778741,16.4533573,6.2911017,1.216642699999999,0.5833573000000009
23.2794007,16.4578865,6.481724,1.2121134999999987,0.5878865000000012
22.780236,16.4621089,6.6671522,1.1955614760025348,0.6044385239974653
22.2811274,16.4662687,6.8467318,1.2037312999999998,0.49626870000000023
21.7817818,16.4703822,7.0180815,1.1996178000000008,0.5003821999999992
21.2825711,16.4746102,7.1839841,0.8581529204944713,0.5452470795055286
20.7834436,16.4793687,7.3443293,0.5603805898386813,0.6998194101613187
20.284179,16.4852588,7.4952455,0.44500544571341505,0.854994554286585
19.7849892,16.4928264,7.6405785,0.5781017341377477,0.5868982658622524
19.2858744,16.5025214,7.7814122,0.7707080793841834,0.42929192061581656
18.7867713,16.5146467,7.9170236,1.1894533000000003,0.5787466999999998
18.2877224,16.5292882,8.0484608,1.1627118000000003,0.5812881999999996
17.7888068,16.5463408,8.1770419,1.157759200000001,0.6104407999999991
17.2899422,16.5656756,8.302499,1.1011129590749273,0.5988870409250726
16.7911982,16.5872326,8.4237687,1.0827673999999994,0.7172326000000006
16.292549,16.6109601,8.5424709,1.058735957092178,0.7412640429078221
15.7939168,16.636824,8.6586144,1.1050125469834342,0.7647874530165656
15.2955374,16.6647939,8.7704989,1.1052061000000015,0.6947938999999984
14.7972649,16.6948784,8.879566,1.0751216000000006,0.7248783999999994
14.2989849,16.7271006,8.9861207,1.0269994000000011,0.741200599999999
13.8009527,16.7614617,9.0891745,1.0695993532690724,0.7304006467309276
13.3031801,16.7979617,9.1895123,1.0220383000000033,0.7779616999999966
12.8053678,16.8365859,9.2882588,0.9834141000000024,0.8165858999999976
12.3076776,16.8772028,9.385461,0.9427972000000026,0.8572027999999975
11.8104698,16.9195549,9.2878913,0.9004451000000003,0.8995548999999997
11.3131307,16.9634616,9.1064422,0.9065384000000002,0.8934615999999999
10.8156588,17.0086457,8.849082,0.8613543,0.9386457
10.3188976,17.0546734,8.5894991,0.8153266000000002,0.9846733999999998
9.8218439,17.1012147,8.3290472,0.768785299999999,1.031214700000001
9.3243625,17.1479228,8.0677855,0.7720771999999997,1.0279228000000002
